Borough,Geographical District,Building Code,Building Name ,Building Address,Elevated Result,Date of Initial Test,Number of Samples Tested,Number of Elevated Samples
Q,30,Q085,P.S. 85 - QUEENS,23-70 31 STREET,Yes,1/26/2017,59,1
Q,28,Q086,P.S. 86 - QUEENS,87-41 PARSONS BOULEVARD,Yes,1/26/2017,119,5
Q,24,Q087,P.S. 87 - QUEENS,67-54 80 STREET,Yes,1/31/2017,84,9
Q,24,Q088,P.S. 88 - QUEENS,60-85 CATALPA AVENUE,Yes,1/26/2017,137,15
Q,24,Q089,P.S. 89 - QUEENS,85-28 BRITTON AVENUE,Yes,1/26/2017,147,6
Q,27,Q090,P.S. 90 - QUEENS,86-50 109 STREET,Yes,1/24/2017,73,7
Q,24,Q091,P.S. 91 - QUEENS,68-10 CENTRAL AVE,Yes,1/26/2017,149,7
Q,24,Q093,I.S. 93 - QUEENS,66-56 FOREST AVENUE,Yes,1/27/2017,130,4
Q,26,Q094,P.S. 94 - QUEENS,41-77 LITTLE NECK PARKWAY,Yes,1/31/2017,45,4
Q,29,Q095,P.S. 95 - QUEENS,179-01 90 AVENUE,Yes,1/31/2017,98,34
Q,27,Q096,P.S. 96 - QUEENS,130-01 ROCKAWAY BOULEVARD,No,1/24/2017,35,0
Q,27,Q097,P.S. 97 - QUEENS,85-52 85 STREET,Yes,1/24/2017,90,3
Q,26,Q098,P.S. 98 - QUEENS,40-20 235 STREET,Yes,1/27/2017,49,6
Q,28,Q099,P.S. 99 - QUEENS,82-37 KEW GARDENS ROAD,Yes,1/25/2017,75,8
Q,27,Q100,P.S. 100 - QUEENS,111-11 118 STREET,Yes,1/24/2017,105,12
Q,28,Q101,P.S. 101 - QUEENS,2 RUSSELL PLACE,Yes,1/25/2017,53,4
Q,24,Q102,P.S./I.S. 102 - QUEENS,55-24 VAN HORN STREET,No,1/27/2017,162,0
Q,27,Q104,P.S. 104 - QUEENS,26-01 MOTT AVENUE,Yes,1/26/2017,77,4
Q,27,Q105,P.S. 105 - QUEENS,420 BEACH 51 STREET,Yes,1/25/2017,129,1
Q,27,Q106,P.S. 106 - QUEENS,180 BEACH 35 STREET,Yes,2/1/2017,26,9
Q,25,Q107,P.S. 107 - QUEENS,167-02 45 AVENUE,Yes,1/27/2017,135,23
Q,27,Q108,P.S. 108 - QUEENS,108-10 109 AVENUE,Yes,1/24/2017,144,2
Q,29,Q109,I.S. 109 - QUEENS,213-10 92 AVENUE,Yes,2/1/2017,94,17
Q,30,Q111,P.S. 111 - QUEENS,37-15 13 STREET,Yes,1/31/2017,149,20
Q,30,Q112,P.S. 112 - QUEENS,25-05 37 AVENUE,Yes,1/26/2017; 2/3/2017,122,22
Q,24,Q113,P.S./I.S. 113 - QUEENS,78-23 87TH STREET,Yes,1/27/2017,138,11
Q,27,Q114,P.S. 114 - QUEENS,134-01 CRONSTON AVENUE,Yes,1/26/2017,90,3
Q,26,Q115,The James J. Ambrose School,80-51 261 STREET,Yes,1/27/2017,129,12
Q,29,Q116,P.S. 116 - QUEENS,107-25 WREN PLACE,Yes,1/26/2017,71,5
Q,28,Q117,P.S. 117 - QUEENS,85-15 143 STREET,Yes,1/24/2017,104,6
Q,29,Q118,P.S. 118 - QUEENS,190-20 109 ROAD,Yes,1/24/2017,60,3
Q,24,Q119,I.S. 119 - QUEENS,74-01 78 AVENUE,Yes,1/27/2017,79,1
Q,25,Q120,P.S. 120 - QUEENS,58-01 136 STREET,Yes,2/1/2017,110,6
Q,28,Q121,P.S. 121 - QUEENS,126-10 109 AVENUE,Yes,1/24/2017,67,8
Q,30,Q122,P.S. 122 - QUEENS,21-21 DITMARS BOULEVARD,Yes,1/31/2017,92,4
Q,27,Q123,P.S. 123 - QUEENS,145-01 119 AVENUE,Yes,1/24/2017,61,2
Q,27,Q124,P.S. 124 - QUEENS,129-15 150 AVENUE,No,1/24/2017,83,0
Q,24,Q125,I.S. 125 - QUEENS,46-02 47 AVENUE,Yes,1/31/2017,105,6
Q,30,Q126,I.S. 126 - QUEENS,31-51 21 STREET,Yes,2/2/2017,89,7
Q,30,Q127,P.S. 127 - QUEENS,98-01 25 AVENUE,Yes,1/31/2017,77,12
Q,25,Q129,P.S. 129 - QUEENS,128-02 7 AVENUE,Yes,1/31/2017; 2/11/2017,110,3
Q,26,Q130,P.S. 130 - QUEENS,200-01 42 AVENUE,No,1/31/2017,71,0
Q,29,Q131,P.S. 131 - QUEENS,170-45 84 AVENUE,Yes,1/25/2017,66,9
Q,29,Q132,P.S. 132 - QUEENS,132-15 218 STREET,Yes,1/24/2017,49,4
Q,26,Q133,P.S. 133 - QUEENS,248-05 86 AVENUE,Yes,1/26/2017,82,5
Q,29,Q134,P.S. 134 - QUEENS,203-02 109 AVENUE,Yes,1/24/2017,56,1
Q,29,Q135,P.S. 135 - QUEENS,207-11 89 AVENUE,Yes,1/24/2017,189,13
Q,29,Q136,P.S. 136 - QUEENS,201-15 115 AVENUE,Yes,1/24/2017,58,2
Q,27,Q137,M.S. 137 - QUEENS,109-15 98 STREET,No,2/4/2017,102,0
Q,29,Q138,P.S. 138 - QUEENS,251-11 WELLER AVENUE,Yes,1/24/2017,159,11
Q,28,Q139,P.S. 139 - QUEENS,93-06 63 DRIVE,Yes,1/24/2017,82,3
Q,28,Q140,P.S. 140 - QUEENS,166-01 116 AVENUE,Yes,1/31/2017,53,1
Q,30,Q141,I.S. 141 - QUEENS,37-11 21 AVENUE,Yes,1/31/2017,90,11
Q,28,Q142,P.S. 752 (OLD J142) - QUEENS,142-10 LINDEN BOULEVARD,Yes,1/24/2017,82,2
Q,24,Q143,P.S. 143 - QUEENS,34-74 113 STREET,Yes,1/31/2017,93,4
Q,28,Q144,P.S. 144 - QUEENS,93-02 69 AVENUE,Yes,1/26/2017,48,3
Q,30,Q145,I.S. 145 - QUEENS,33-34 80 STREET,Yes,1/27/2017,106,1
Q,27,Q146,P.S. 146 - QUEENS,98-01 159 AVENUE,Yes,1/24/2017,54,3
Q,29,Q147,P.S. 147 - QUEENS,218-01 116 AVENUE,Yes,1/24/2017,74,4
Q,30,Q148,P.S. 148 - QUEENS,89-02 32 AVENUE,Yes,2/2/2017,118,6
Q,30,Q149,P.S. 149 - QUEENS,93-11 34 AVENUE,Yes,1/31/2017; 2/11/2017,111,7
Q,30,Q150,P.S. 150 - QUEENS,40-01 43 AVENUE,Yes,02/03/2017,96,4
Q,30,Q151,P.S. 151 - QUEENS,50-05 31 AVENUE,Yes,2/1/2017,52,7
Q,30,Q152,P.S. 152 - QUEENS,33-52 62 STREET,Yes,1/31/2017,109,8
Q,24,Q153,P.S. 153 - QUEENS,60-02 60 LANE,Yes,2/1/2017,176,4
Q,25,Q154,P.S. 154 - QUEENS,75-02 162 STREET,Yes,2/1/2017,137,7
Q,27,Q155,P.S. 155 - QUEENS,130-02 115 AVENUE,Yes,1/24/2017,63,8
Q,29,Q156,P.S. 156 - QUEENS,229-02 137 AVENUE,Yes,1/24/2017,82,9
Q,28,Q157,J.H.S. 157 - QUEENS,63-55 102ND STREET,Yes,2/4/2017,114,14
Q,26,Q158,J.H.S. 158 - QUEENS,46-35 OCEANIA STREET,Yes,1/31/2017,102,7
Q,26,Q159,P.S. 159 - QUEENS,205-01 33 AVENUE,Yes,2/1/2017,58,11
Q,28,Q160,P.S. 160 - QUEENS,109-59 INWOOD STREET,Yes,2/3/2017,82,3
Q,28,Q161,P.S. 161 - QUEENS,101-33 124 STREET,Yes,2/1/2017,148,4
Q,26,Q162,P.S. 162 - QUEENS,201-02 53 AVENUE,Yes,01/24/2017,113,9
Q,25,Q163,P.S. 163 - QUEENS,159-01 59 AVENUE,Yes,1/27/2017,149,3
Q,25,Q164,P.S. 164 - QUEENS,138-01 77 AVENUE,Yes,2/1/2017,92,4
Q,25,Q165,P.S. 165 - QUEENS,70-35 150 STREET,Yes,1/31/2017,169,8
Q,30,Q166,P.S. 166 - QUEENS,33-09 35 AVENUE,Yes,1/26/2017,136,12
Q,25,Q168,J.H.S. 168 - QUEENS,158-40 76 ROAD,Yes,1/31/2017,99,7
Q,25,Q169,P.S. 169 - QUEENS,18-25 212 STREET,Yes,1/27/2017,125,3
Q,30,Q171,P.S. 171 - QUEENS,14-14 29 AVENUE,Yes,2/4/2017,190,30
Q,26,Q172,J.H.S. 172 - QUEENS,81-14 257 STREET,Yes,1/27/2017,133,27
Q,26,Q173,P.S. 173 - QUEENS,174-10 67 AVENUE,Yes,2/1/2017,108,4
Q,28,Q174,P.S. 174 - QUEENS,65-10 DIETERLE CRESCENT,Yes,1/26/2017,77,2
Q,28,Q175,P.S. 175 - QUEENS,64-35 102 STREET,Yes,2/4/2017,113,5
Q,29,Q176,P.S. 176 - QUEENS,120-45 235 STREET,Yes,1/24/2017,141,9
Q,26,Q177,P.S. 177 - QUEENS,56-37 188 STREET,Yes,1/31/2017,49,3
Q,26,Q178,P.S. 178 - QUEENS,189-10 RADNOR ROAD,Yes,1/27/2017,110,5
Q,26,Q179,P.S. 179 - QUEENS,196-25 PECK AVENUE,Yes,1/25/2017,76,1
Q,27,Q180,I.S. 323 (OLD IS 180) - QUEENS,320 BEACH 104TH STREET,Yes,1/25/2017,81,14
Q,29,Q181,P.S. 181 - QUEENS,148-15 230 STREET,Yes,1/25/2017,107,10
Q,27,Q183,P.S. 183 - QUEENS,2-45 BEACH 79 STREET,Yes,1/25/2017,158,12
Q,25,Q184,P.S. 184 - QUEENS,163-15 21 ROAD,Yes,1/31/2017,97,4
Q,25,Q185,J.H.S. 185 - QUEENS,147-26 25 DRIVE,No,2/1/2017,85,0
Q,26,Q186,P.S. 186 - QUEENS,252-12 72 AVENUE,Yes,1/31/2017,112,2
Q,26,Q188,P.S. 188 - QUEENS,218-12 HARTLAND AVENUE,Yes,1/31/2017; 2/11/2017,99,13
Q,25,Q189,J.H.S. 189 - QUEENS,144-80 BARCLAY AVENUE,Yes,1/27/2017,96,17
Q,28,Q190,J.H.S. 190 - QUEENS,68-17 AUSTIN STREET,Yes,1/31/2017,93,8
Q,26,Q191,P.S. 191 - QUEENS,85-15 258 STREET,Yes,1/27/2017,104,5
Q,29,Q192,I.S. 192 - QUEENS,109-89 204 STREET,Yes,2/4/2017,112,26
Q,25,Q193,P.S. 193 - QUEENS,152-20 11 AVENUE,Yes,1/27/2017,63,4
Q,25,Q194,J.H.S. 194 - QUEENS,154-60 17 AVENUE,Yes,1/27/2017,147,42
Q,29,Q195,P.S. 195 - QUEENS,253-50 149 AVENUE,Yes,1/31/2017,109,7
Q,28,Q196,P.S. 196 - QUEENS,71-25 113 STREET,Yes,2/1/2017,186,6
Q,27,Q197,P.S. 197 - QUEENS,825 HICKSVILLE ROAD,Yes,1/25/2017,130,9
Q,27,Q198,I.S. 198 - QUEENS,3-65 BEACH 56 STREET,Yes,1/26/2017,115,24
Q,24,Q199,P.S. 199 - QUEENS,39-20 48 AVENUE,Yes,1/26/2017,93,7
Q,25,Q200,P.S. 200 - QUEENS,70-10 164 STREET,Yes,1/31/2017,115,5
Q,25,Q201,P.S. 201 - QUEENS,65-11 155 STREET,Yes,1/26/2017,134,11
Q,27,Q202,I.S. 202 - QUEENS,138-30 LAFAYETTE STREET,Yes,1/24/2017,116,16
Q,26,Q203,P.S. 203 - QUEENS,53-11 SPRINGFIELD BOULEVARD,Yes,1/27/2017,128,4
Q,30,Q204,I.S. 204 - QUEENS,36-41 28 STREET,Yes,1/31/2017,134,3
Q,26,Q205,P.S. 205 - QUEENS,75-25 BELL BOULEVARD,Yes,1/27/2017,140,7
Q,28,Q206,P.S. 206 - QUEENS,61-02 98 STREET,Yes,1/26/2017,62,4
Q,27,Q207,PS/MS 207 Queens,159-15 88 STREET,Yes,1/24/2017,112,1
Q,26,Q208,P.S./I.S. 208 - QUEENS,74-30 COMMONWEALTH BLVD,Yes,1/25/2017,145,36
Q,25,Q209,P.S. 209 - QUEENS,16-10 UTOPIA PARKWAY,Yes,1/27/2017,104,3
Q,27,Q210,I.S. 210 - QUEENS,93-11 101 AVENUE,Yes,1/26/2017,80,1
Q,30,Q212,P.S. 212 - QUEENS,34-25 82 STREET,Yes,1/26/2017,130,7
Q,26,Q213,P.S. 213 - QUEENS,231-02 67 AVENUE,Yes,1/26/2017,113,8
Q,25,Q214,P.S. 214 - QUEENS,31-15 140 STREET,Yes,1/27/2017,105,11
Q,27,Q215,P.S. 215 - QUEENS,535 BRIAR PLACE,Yes,1/25/2017,113,10
Q,26,Q216,J.H.S. 216 - QUEENS,64-20 175 STREET,Yes,1/27/2017,100,13
Q,28,Q217,I.S. 217 - QUEENS,85-05 144 STREET,Yes,1/25/2017,93,7
Q,25,Q219,P.S. 219 - QUEENS,144-39 GRAVETT ROAD,Yes,1/26/2017,103,2
Q,28,Q220,P.S. 220 - QUEENS,62-10 108 STREET,Yes,1/26/2017,105,4
Q,26,Q221,P.S. 221 - QUEENS,57-40 MARATHON PARKWAY,Yes,1/31/2017,117,9
Q,30,Q222,P.S. 222 (ECC) - QUEENS,86-15 37 AVENUE,Yes,2/1/2017,71,2
Q,27,Q223,P.S. 223 - QUEENS,125-20 SUTPHIN BOULEVARD,Yes,1/25/2017,92,4
Q,27,Q225,P.S. 225 - QUEENS,190 BEACH 110 STREET,Yes,1/25/2017,103,2
Q,27,Q226,I.S. 226 - QUEENS,121-10 ROCKAWAY BOULEVARD,Yes,1/26/2017,119,38
Q,30,Q227,I.S. 227 - QUEENS,32-02 JUNCTION BOULEVARD,Yes,1/27/2017,166,8
Q,30,Q228,P.S. 228 (ECC) - QUEENS,32-63 93 STREET,Yes,2/1/2017,72,3
Q,24,Q229,P.S. 229 - QUEENS,67-25 51 ROAD,Yes,1/27/2017,180,5
Q,30,Q230,I.S. 230 - QUEENS,73-10 34 AVENUE,Yes,1/27/2017; 2/2/2017,61,1
Q,29,Q231,I.S. 231 (TANDEM Q251) - QUEENS,145-00 SPRINGFIELD BOULEVARD,Yes,2/1/2017,133,11
Q,27,Q232,P.S. 232 - QUEENS,153-23 83 STREET,Yes,1/24/2017,118,2
Q,30,Q234,P.S. 234 - QUEENS,30-15 29 STREET,Yes,1/27/2017,143,3
Q,25,Q237,J.H.S. 237 - QUEENS,46-21 COLDEN STREET,Yes,1/27/2017,122,4
Q,29,Q238,I.S. 238 - QUEENS,88-15 182 STREET,Yes,1/24/2017,67,2
Q,24,Q239,P.S. 239 - QUEENS,17-15 WEIRFIELD STREET,Yes,1/26/2017,162,15
Q,25,Q242,P.S. 242 - (ECC) - QUEENS,29-66 137 STREET,Yes,1/26/2017,79,1
Q,25,Q244,P.S. 244 ECC (@ FRANKLIN AVE) - Q,137-20 FRANKLIN AVENUE,No,1/26/2017,106,0
Q,24,Q245,P.S. 245 ECC - QUEENS,378 SENECA AVENUE,Yes,1/31/2017,95,2
Q,24,Q247,PS/IS 128,69-10 65th Drive,Yes,1/27/2017,141,5
Q,27,Q253,P.S. 253 -QUEENS,1307 CENTRAL AVENUE,Yes,1/25/2017,141,6
Q,27,Q254,P.S. 254 - QUEENS,84-40 101 STREET,Yes,1/25/2017,161,6
Q,24,Q260,P.S. 307- QUEENS,40-20 100TH STREET,Yes,1/26/2017,152,6
Q,27,Q262,P.S. 262 - QUEENS,95-16 89TH AVENUE,Yes,1/25/2017,93,3
Q,29,Q263,P.S. /I.S 295 - QUEENS,222-14 JAMAICA AVENUE,Yes,1/26/2017,156,4
Q,26,Q266,P.S./I.S. 266 - QUEENS,74-10 COMMONWEALTH BOULEVARD,Yes,1/27/2017,140,9
Q,29,Q268,P.S. 268 - QUEENS,92-07 175 STREET,Yes,1/25/2017,138,2
Q,24,Q269,P.S./I.S. 269 - QUEENS,86-37 53RD AVENUE,Yes,2/1/2017,26,1
Q,29,Q270,P.S. 270 - QUEENS,233-15 MERRICK BOULEVARD,Yes,1/25/2017,148,1
Q,27,Q273,P.S. 273 - QUEENS,88-07 102ND STREET,No,1/25/2017,86,0
Q,28,Q276,THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX,108-29 155 STREET,Yes,1/24/2017,152,8
Q,28,Q277,PS 182 SAMANTHA SMITH - QUEENS,153-27 88TH AVENUE,Yes,1/24/2017,150,9
Q,28,Q278,PS 182 ANNEX - QUEENS,88-13 PARSONS BOULEVARD,No,4/10/2017,26,0
Q,30,Q280,P.S. 280 - QUEENS,34-20 94TH STREET,Yes,1/27/2017; 2/3/2017,69,18
Q,24,Q287,P.S. 330 - QUEENS,110-08 NORTHERN BOULEVARD,Yes,1/27/2017,110,2
Q,24,Q290,THE GERALDINE FERRARO CAMPUS - QUEENS,55-20 METROPOLITAN AVENUE,Yes,1/27/2017,170,5
Q,30,Q292,P.S. 92 - QUEENS,99-01 34 AVENUE,Yes,1/27/2017,219,10
Q,30,Q297,I.S. 230 ANNEX - QUEENS,33-55 74TH STREET,No,2/1/2017,50,0
Q,24,Q311,P.S./ I.S. 311 - QUEENS,97-36 43RD AVENUE,Yes,1/27/2017,124,4
Q,30,Q312,P.S./.IS. 78 - QUEENS,46-08 5TH STREET,Yes,1/31/2017,146,12
Q,24,Q313,THE WALTER MCCAFFREY CAMPUS - QUEENS,45-45 42ND STREET,Yes,2/1/2017,133,1
Q,28,Q314,P.S./ I.S. 314 - Queens,88-08 164TH STREET,Yes,1/25/2017,183,10
Q,24,Q315,P.S. 315 - Queens,43-18 97TH PLACE,No,1/26/2017,214,0
Q,27,Q316,THE OZONE PARK EDUCATIONAL CAMPUS - QUEENS,90-07 101ST AVENUE,Yes,1/25/2017,133,3
Q,24,Q320,P.S. 320 - QUEENS,360 SENECA AVENUE,No,1/26/2017,140,0
Q,24,Q322,PS 14 Annex,89-11 43RD AVENUE,Yes,2/2/2017,39,3
Q,30,Q329,EAST ELMHURST COMMUNITY SCHOOL - QUEENS,26-25 97TH STREET,Yes,1/26/2017,45,3
Q,30,Q339,P.S. 339 - Queens,39-07 57th Street,Yes,1/27/2017,140,2
Q,24,Q348,PRE-K CENTER @61ST STREET - QUEENS,56-01 61ST STREET,No,2/1/2017,19,0
Q,29,Q374,Success Academy - Rosedale,147-65 249TH STREET,Yes,1/25/2017,61,1
Q,24,Q378,PRE-K CENTER @46-16 76 STREET - QUEENS,46-16 76 STREET,No,1/26/2017,33,0
Q,29,Q381,PRE-K CENTER @168-42 JAMAICA AVENUE - QUEENS,168-42 JAMAICA AVENUE,Yes,1/25/2017,43,1
Q,28,Q382,PRE-K CENTER @ 89-14 PARSONS BOULEVARD - QUEENS,89-14 PARSONS BOULEVARD,No,1/25/2017,27,0
Q,28,Q383,PRE-K CENTER @ 132-10 JAMAICA AVENUE - QUEENS,132-10 JAMAICA AVENUE,No,1/25/2017,29,0
Q,29,Q387,PRE-K CENTER @100-01 SPRINGFIELD GARDENS - QUEENS,100-01 SPRINGFIELD BOULEVARD,Yes,2/1/2017,63,1
Q,30,Q389,PRE-K CENTER @96-10 23 AVENUE - QUEENS,96-10 23 AVENUE,Yes,2/1/2017,44,2
Q,24,Q391,PRE-K CENTER @ 44-15 JUDGE STREET - QUEENS,4415 JUDGE STREET,Yes,1/26/2017,54,1
Q,24,Q392,PRE-K CENTER @ 68-20 MYRTLE AVENUE - QUEENS,68-20 MYRTLE AVENUE,Yes,1/27/2017,39,4
Q,30,Q397,PRE-K CENTER @37TH STREET - QUEENS,32-52 37TH STREET,No,1/26/2017,45,0
Q,27,Q400,AUGUST MARTIN HS - QUEENS,156-10 BAISLEY BOULEVARD,Yes,2/4/2017,146,15
Q,30,Q404,HUNTERS POINT CAMPUS - QUEENS,1-50 51ST AVENUE,Yes,1/31/2017,177,11
Q,26,Q405,BAYSIDE HS - Q,32-24 CORPORAL KENNEDY STREET,Yes,2/4/2017,153,13
Q,26,Q406,BAYSIDE AF - QUEENS,204-29 29TH AVE,Yes,2/4/2017,15,4
Q,25,Q409,DDC UPK CENTER @143RD STREET - QUEENS,14-45 143RD STREET,No,1/27/2017,17,0
Q,27,Q410,Beach Channel Educational Campus,100-00 BEACH CHANNEL DRIVE,Yes,2/4/2017,215,17
Q,24,Q412,PRE-K CENTER @NORTHERN BOULEVARD - QUEENS,107-17 NORTHERN BOULEVARD,No,1/26/2017,26,0
Q,24,Q414,PRE-K CENTER @NORTHERN BOULEVARD - QUEENS,106-02 NORTHERN BOULEVARD,No,1/27/2017,16,0
Q,26,Q415,BENJAMIN N. CARDOZO HS - Q,57-00 223RD STREET,Yes,2/11/2017,165,17
Q,26,Q416,CARDOZO AF - QUEENS,57-00 223 STREET,No,4/18/2017,2,0
Q,29,Q420,SPRINGFIELD GARDENS HS - Q,143-10 SPRINGFIELD BOULEVARD,Yes,2/11/2017,164,17
Q,29,Q421,SPRINGFIELD GDNS AF - QUEENS,143-10 SPRINGFIELD BOULEVARD,Yes,2/11/2017,18,8
Q,25,Q425,JOHN BOWNE HS - QUEENS,63-25 MAIN STREET,Yes,2/11/2017,172,7
Q,25,Q426,JOHN BOWNE FARM - QUEENS,63-25 MAIN STREET,No,2/11/2017,5,0
Q,26,Q430,FRANCIS LEWIS HS - Q,58-20 UTOPIA PARKWAY,Yes,2/11/2017,133,4
Q,26,Q431,FRANCIS LEWIS AF - QUEENS,58-20 UTOPIA PARKWAY,No,2/11/2017,8,0
Q,26,Q435,MARTIN VAN BUREN HS - QUEENS,230-17 HILLSIDE AVENUE,Yes,2/11/2017,189,13
Q,26,Q436,VAN BUREN AF - QUEENS,230-17 HILLSIDE AVENUE,Yes,2/11/2017,17,8
Q,28,Q440,FOREST HILLS HS - Q,67-01 110 STREET,Yes,2/4/2017,172,20
Q,30,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,Yes,2/4/2017,108,14
Q,30,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,28-01 41 AVENUE,Yes,2/11/2017,89,6
Q,30,Q451,ACADEMY OF AMERICAN STUD HS - Q,28-04 41 AVENUE,No,2/4/2017,7,0
Q,30,Q452,LONG ISLAND CITY HS(NEW)-Q,14-30 BROADWAY,Yes,2/4/2017,190,13
Q,24,Q455,NEWTOWN HS - Q,48-01 90 STREET,Yes,2/4/2017,134,23
Q,24,Q456,HS FOR ARTS AND BUS. (OL NUTN X)-Q,105-25 HORACE HARDING EXPY N,Yes,2/4/2017,70,20
Q,24,Q457,NEWTOWN AF - QUEENS,90-20 56 AVENUE,Yes,2/4/2017,16,3
Q,25,Q460,FLUSHING HS - Q,35-01 UNION STREET,Yes,2/4/2017,130,4
Q,25,Q462,FLUSHING MEMORIAL AF - QUEENS,27-01 149 STREET,Yes,1/26/2017,15,2
Q,25,Q463,FLUSHING AF (LEVITTS FIELD)-Q,138-10 32 AVENUE,Yes,1/26/2017,8,4
Q,27,Q465,FAR ROCKAWAY HS - Q,8-21 BAY 25 STREET,Yes,2/4/2017,118,6
Q,28,Q470,JAMAICA HS - Q,167-01 GOTHIC DRIVE,Yes,2/11/2017,127,11
Q,28,Q471,JAMAICA AF - QUEENS,167-01 GOTHIC DRIVE,Yes,2/11/2017,7,7
Q,27,Q475,RICHMOND HILL HS - Q,89-30 114 STREET,Yes,2/4/2017,94,4
Q,27,Q480,JOHN ADAMS HS - QUEENS,101-01 ROCKAWAY BOULEVARD,Yes,2/4/2017,171,34
Q,24,Q485,GROVER CLEVELAND HS - Q,21-27 HIMROD STREET,Yes,2/1/2017,92,3
Q,24,Q488,CLEVELAND AF NO. 2 - QUEENS,18-08 WILLOUGHBY AVENUE,Yes,1/31/2017,18,5
Q,29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,207- 01 116TH AVENUE,Yes,2/4/2017,141,19
Q,29,Q491,JACKSON AF - QUEENS,207-01 116 AVENUE,Yes,2/4/2017,24,5
Q,25,Q499,P.S./I.S. 499 - QUEENS,148-20 REEVES AVENUE,Yes,1/31/2017,143,12
Q,28,Q505,HILLCREST HS - Q,160-05 HIGHLAND AVENUE,Yes,2/4/2017,110,3
Q,25,Q515,TOWNSEND HARRIS HS - Q,149-11 MELBOURNE AVENUE,Yes,2/4/2017,149,25
Q,24,Q520,MIDDLE COLLEGE CAMPUS - QUEENS,45-35 VAN DAM STREET,Yes,1/26/2017,77,1
Q,26,Q566,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",74-20 COMMONWEALTH BLVD,Yes,2/4/2017,185,10
Q,30,Q570,FRANK SINATRA HIGH SCHOOL-Q,35-12 35TH AVENUE,No,2/4/2017,134,0
Q,24,Q585,MASPETH HIGH SCHOOL - QUEENS,54-40 74TH STREET,Yes,1/31/2017,159,2
Q,28,Q595,AUX. SERV. - JAMAICA LEARN CT - Q,162-02 HILLSIDE AVENUE,Yes,2/4/2017,22,2
Q,24,Q600,QUEENS VOC HS - Q,37-02 47 AVENUE,Yes,1/31/2017,130,16
Q,28,Q608,PRE-K CENTER @KEW GARDENS ROAD - QUEENS,83-30 KEW GARDENS ROAD,No,1/25/2017,27,0
Q,24,Q610,AVIATION HS - Q,45-30 36 STREET,Yes,2/4/2017,290,21
Q,28,Q620,THOMAS A. EDISON VOC HS - Q,165-65 84 AVENUE,Yes,2/4/2017,194,8
Q,29,Q633,EAGLE ACADEMY - QUEENS,171-10 LINDEN BOULEVARD,Yes,1/26/2017,74,6
Q,27,Q636,RICHMOND HILL HIGH SCHOOL ANNEX - QUEENS,94-25 117TH STREET,Yes,2/1/2017,30,2
Q,27,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",94-06 104TH STREET,Yes,1/25/2017,152,7
Q,30,Q667,SKILLMAN HIGH SCHOOL - QUEENS,24-30 SKILLMAN AVENUE,Yes,1/25/2017,56,3
Q,28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,150-91 87 ROAD,Yes,1/25/2017,59,5
Q,28,Q686,METROPOLITAN AVENUE CAMPUS - QUEENS,91-30 METROPOLITAN AVENUE,Yes,2/11/2017,344,20
Q,28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,116-25 GUY R BREWER BOULEVARD,Yes,1/25/2017,180,12
Q,28,Q694,P.S. 144 TRANSPORTABLE - QUEENS,93-02 69 AVENUE,No,1/26/2017,2,0
Q,28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,160-20 GOETHALS AVENUE,Yes,1/25/2017,143,5
Q,25,Q707,R. F. KENNEDY COMM. MIDDLE/HS-Q,75-40 PARSONS BOULEVARD,No,2/4/2017,41,0
Q,24,Q721,P.S. 16 (OLD Q721 SPED) - QUEENS,41-15 104 STREET,Yes,2/1/2017,207,10
Q,24,Q722,JOHN F. KENNEDY JR. SCHOOL - QUEENS,57-12 94 STREET,Yes,1/31/2017,162,4
Q,30,Q725,HS FOR INFORMATION TECH - QUEENS,21-16 44TH ROAD,No,2/4/2017,119,0
Q,27,Q726,JOHN ADAMS HS TRANSPORTABLE-Q,108-01 ROCKAWAY BOULEVARD,Yes,2/4/2017,7,4
Q,27,Q727,P.S. 106 TRANSPORTABLE - Q,180 BEACH 35 STREET,No,2/1/2017,2,0
Q,26,Q728,P.S. 41 TRANSPORTABLE - Q,214-43 35 AVENUE,No,1/31/2017,4,0
Q,28,Q733,ALTERNATIVE HS SUPERINTENDENT-Q,90-01 SUTPHIN BOULEVARD,No,2/1/2017,8,0
Q,24,Q735,QUEENS HIGH SCHOOL COMPLEX - Q,30-20 THOMSON AVENUE,Yes,2/1/2017,188,32
Q,30,Q739,YOUNG WOMEN'S LEADERSHIP ACADEMY- QUEENS,23-15 NEWTOWN AVENUE,Yes,1/26/2017,49,4
Q,24,Q744,ELMHURST EDUCATIONAL CAMPUS - Q,45-10 94TH STREET,Yes,1/31/2017,220,17
Q,27,Q750,AVIATION HS ANNEX-Q,JFK AIRPORT-BLDG #141,No,1/25/2017,4,0
